Song,Lyrics
Push Ups,I could never be nobody number-one fan
Push Ups,"Your first number one, I had to put it in your hand"
Push Ups,You pussies can't get booked outside America for nan'
Push Ups,I'm out in Tokyo because I'm big in Japan
Push Ups,I'm the hitmaker y'all depend on
Push Ups,"Backstage in my city, it was friendzone"
Push Ups,You won't ever take no chain off of us
Push Ups,How the fuck you big steppin' with a size-seven men's on?
Push Ups,"This the bark with the bite, nigga, what's up?"
Push Ups,I know my picture on the wall when y'all cook up
Push Ups,"Extortion baby, whole career, you been shook up"
Push Ups,"'Cause Top told you, ""Drop and give me fifty,"" like some push-ups, huh"
Push Ups,"Your last one bricked, you really not on shit"
Push Ups,They make excuses for you 'cause they hate to see me lit
Push Ups,Pull your contract 'cause we gotta see the split
Push Ups,"The way you doin' splits, bitch, your pants might rip"
Push Ups,You better do that motherfuckin' show inside the bity
Push Ups,"Maroon 5 need a verse, you better make it witty"
Push Ups,Then we need a verse for the Swifties
Push Ups,"Top say drop, you better drop and give 'em fifty"
Push Ups,"Pipsqueak, pipe down"
Push Ups,"You ain't in no big three, SZA got you wiped down"
Push Ups,"Travis got you wiped down, Savage got you wiped down"
Push Ups,"Like your label, boy, you in a scope right now"
Push Ups,And you gon' feel the aftermath of what I write down
Push Ups,"I'm at the top of the mountain, so you tight now"
Push Ups,"Just to have this talk with your ass, I had to hike down"
Push Ups,Big difference 'tween Mike then and Mike now
Push Ups,"What the fuck is this, a twenty-v-one, nigga?"
Push Ups,"What's a prince to a king? He a son, nigga"
Push Ups,"Get more love in the city that you from, nigga"
Push Ups,"Metro, shut your ho ass up and make some drums, nigga"
Push Ups,"Yeah, I'm the 6ix God, I'm the frontrunner"
Push Ups,Y'all nigga manager was Chubbs lil' blunt runner
Push Ups,Claim the 6ix and you boys ain't even come from it
Push Ups,"And when you boys got rich, you had to run from it"
Push Ups,"Cash blowin' Abel bread, out here trickin' "
Push Ups,"Shit we do for bitches, he doin' for niggas "
Push Ups,"Jets, whips, chains, wicked, wicked, wicked "
Push Ups,"Spend it like you tryna fuck, boy, you trippin', boy, you trippin'"
Push Ups,"Drizzy Chip 'n Dale, probably got your bitch Chanel"
Push Ups,"I just got 'em done, boy, don't make me have to chip a nail"
Push Ups,"Rolling Loud stage, y'all were turnt, that was slick as hell"
Push Ups,Shit'll probably change if your BM start to kiss and tell
Push Ups,"Hugs and kisses, man, don't tell me 'bout no switches"
Push Ups,"I'll be rockin' every fuckin' chain I own next visit, ayy"
Push Ups,I be with some bodyguards like Whitney
Push Ups,"Top say drop, your little midget ass better fuckin'"
Push Ups,"Ayy, better drop and give me fifty, ayy"
Push Ups,"Drop and give me fifty, drop and give me fifty, ayy"
Push Ups,"Niggas really got me out here talkin' like I'm 50, ayy"
Push Ups,Niggas really got me out here rappin' what I'm livin'
Push Ups,I might take your latest girl and cuff her like I'm Ricky
Push Ups,"Can't believe he jumpin' in, this nigga turnin' fifty"
Push Ups,"Every song that made it on the chart, he got from Drizzy"
Push Ups,Spend that lil' check you got and stay up out my business
Push Ups,"Nigga, shout out to the hooper that be bustin' out the griddy"
Push Ups,"We know why you mad, nigga, I ain't even trippin'"
Push Ups,All that lil' heartbroken Twitter shit for bitches
Push Ups,"This for all the top dogs, drop and give me fifty, drop, drop"
Push Ups,And that fuckin' song y'all got did not start the beef with us
Push Ups,"This shit been brewin' in a pot, now I'm heatin' up"
Push Ups,"I don't care what Cole think, that Dot shit was weak as fuck"
Push Ups,"Champagne trippin', he is not fuckin' easin' up"
Push Ups,Nigga callin' Top to see if Top wanna peace it up
Push Ups,"""Top, wanna peace it up? Top, wanna peace it up?"""
Push Ups,"Nah, pussy, now you on your own when you speakin' up"
Push Ups,"You done rolled deep to this, it's not fuckin' deep enough"
Push Ups,"Beggin' Kai Cenat, boy, you not fuckin' beatin' us"
Push Ups,"Numbers-wise, I'm out of here, you not fuckin' creepin' up"
Push Ups,"Money-wise, I'm out of here, you not fuckin' sneakin' up"
Push Ups,"Cornball, your show money merch-money fee to us"
Push Ups,I'ma let you niggas work it out because I seen enough
Push Ups,"This ain't even everything I know, don't wake the demon up"
Push Ups,"This ain't even everything I know, don't wake the demon up"
Push Ups,"Drop and give me fifty, all you fuck niggas teamin' up"
Push Ups,"What top five you smokin' on, Kendrick?"
Push Ups,"Mmm, mmm, yeah"
Push Ups,"Drop, drop, drop, drop"
Push Ups,Drop a fifty bag for the mob in the spot
Push Ups,"Drop a fifty bag, twenty-nine for the thot"
Push Ups,"Uh, I was really, really tryna keep it PG"
Marvins Room,319 Contributors
Marvins Room,Translations
Marvins Room,Türkçe
Marvins Room,Português
Marvins Room,Français
Marvins Room,Marvins Room Lyrics
Marvins Room,Hello
Marvins Room,?
Marvins Room,"Yeah, I just walked in"
Marvins Room,"Yeah, I'm good, you still working?"
Marvins Room,Tonight
Marvins Room,", right now?"
Marvins Room,"Did I go out? Yeah, I went out, I went"
Marvins Room,I went to a couple of clubs
Marvins Room,"I never went to bed, shit"
Marvins Room,Wine or water?
Marvins Room,Did you say something about a cold drink? I don't know
Marvins Room,I'm 
Marvins Room,delirious
Marvins Room,Cups of the rosé
Marvins Room,Bitches in my old phone
Marvins Room,I should call one and go home
Marvins Room,I've been in this club too long
Marvins Room,The woman that I would try
Marvins Room,Is happy with a good guy
Marvins Room,But I've been drinkin' so much
Marvins Room,That I'ma call her anyway and say
Marvins Room,Fuck that nigga that you love so bad
Marvins Room,I know you still think about the times we had
Marvins Room,I say fuck that nigga that you think you found
Marvins Room,"And since you pick up, I know he's not around, oh, oh"
Marvins Room,[Post-Chorus: Drake & 
Marvins Room,Ericka Lee
Marvins Room,]
Marvins Room,Are you drunk right now?
Marvins Room,I'm just sayin' you could do better
Marvins Room,"Tell me, have you heard that lately?"
Marvins Room,I'm just sayin' you could do better
Marvins Room,And I'll start hatin' only if you make me
Marvins Room,"Uh, cups of the XO"
Marvins Room,All my people been here
Marvins Room,I see all of her friends here
Marvins Room,Guess she don't have the time to kick it no more
Marvins Room,Flight's in the morning
Marvins Room,What you doin' that's so important?
Marvins Room,I've been drinkin' so much
Marvins Room,That I'ma call you anyway and say
Marvins Room,Fuck that nigga that you love so bad
Marvins Room,I know you still think about the times we had
Marvins Room,I say fuck that nigga that you think you found
Marvins Room,"And since you pick up, I know he's not around"
Marvins Room,[Post-Chorus: Drake & 
Marvins Room,Ericka Lee
Marvins Room,]
Marvins Room,Are you drunk right now?
Marvins Room,I'm just sayin' you could do better
Marvins Room,"Tell me, have you heard that lately?"
Marvins Room,I'm just sayin' you could do better
Marvins Room,And I'll start hatin' only if you make me
Marvins Room,I think I'm addicted to naked pictures
Marvins Room,And sittin' talkin' 'bout bitches that we almost had
Marvins Room,I don't think I'm conscious of makin' monsters
Marvins Room,Outta the women I sponsor 'til it all goes bad
Marvins Room,"But, shit, it's all good"
Marvins Room,"We threw a party, yeah, we threw a party"
Marvins Room,"Bitches came over, yeah, we threw a party"
Marvins Room,I was just callin' 'cause they were just leavin'
Marvins Room,"Talk to me, please, don't have much to believe in"
Marvins Room,"I need you right now, are you down to listen to me?"
Marvins Room,Too many drinks have been given to me
Marvins Room,I got some women that's livin' off me
Marvins Room,"Paid for their flights and hotels, I'm ashamed"
Marvins Room,"Bet that you know them, I won't say no names"
Marvins Room,"After a while, girl, they all seem the same"
Marvins Room,"I've had sex four times this week, I'll explain"
Marvins Room,Havin' a hard time adjustin' to fame
Marvins Room,Sprite in there mixed up
Marvins Room,"I've been talkin' crazy, girl, I'm lucky that you picked up"
Marvins Room,Lucky that you stayed on
Marvins Room,I need someone to put this weight on
Marvins Room,"Fuck, I'm sorry"
Marvins Room,[Post-Chorus: Drake & 
Marvins Room,Ericka Lee
Marvins Room,]
Marvins Room,Are you drunk right now?
Marvins Room,I'm just sayin' you could do better
Marvins Room,"Tell me, have you heard that lately?"
Marvins Room,I'm just sayin' you could do better
Marvins Room,And I'll start hatin' only if you make me
Marvins Room,You not gon' come?
Marvins Room,I guess I'm 'bout to just kick it here then
Marvins Room,Just throw up while I hold your hair back
Marvins Room,"Her white friend said, ""You niggas crazy,"" I hope no one heard that"
Marvins Room,"Yeah, I hope no one heard that"
Marvins Room,"'Cause if they did, we gon' be in some trouble, yeah"
Marvins Room,"If they did, we gon' be in some trouble, trouble, oh"
And Future Jumpman,267 Contributors
And Future Jumpman,Translations
And Future Jumpman,Русский
And Future Jumpman,Português
And Future Jumpman,Jumpman Lyrics
And Future Jumpman,[Intro: Drake & 
And Future Jumpman,Future
And Future Jumpman,]
And Future Jumpman,"If Young Metro don't trust you, I'm gon' shoot you"
And Future Jumpman,"Yeah, ah, yeah"
And Future Jumpman,Halloween
And Future Jumpman,"Taliban, Taliban"
And Future Jumpman,I'm gon' shoot you
And Future Jumpman, 
And Future Jumpman,"Jumpman, Jumpman, Jumpman, them boys up to somethin'"
And Future Jumpman,They just spent like two or three weeks out the country
And Future Jumpman,"Them boys up to somethin', they just not just bluffin'"
And Future Jumpman,"You don't have to call, I hit my dance like Usher, woo"
And Future Jumpman,"I just found my tempo like I'm DJ Mustard, woo"
And Future Jumpman,I hit that Ginóbili with my left hand up like woo
And Future Jumpman,Lobster and Céline for all my babies that I miss
And Future Jumpman,"Chicken fingers, french fries for them hoes that wanna diss"
And Future Jumpman,"Jumpman, Jumpman, Jumpman, them boys up to somethin'"
And Future Jumpman,"Uh, uh, uh, I think I need some Robitussin"
And Future Jumpman,"Way too many questions, you must think I trust ya"
And Future Jumpman,"You searchin' for answers, I do not know nothing, woo"
And Future Jumpman,"I see 'em tweakin', they know something's comin', woo"
And Future Jumpman,"Jumpman, Jumpman, Jumpman, them boys up to somethin', woo"
And Future Jumpman,"Jumpman, Jumpman, Jumpman, fuck was you expecting? Woo"
And Future Jumpman,"Chi-Town, Chi-Town, Michael Jordan just had text me, woo"
And Future Jumpman,"Jumpman, Jumpman, Jumpman, Jumpman, Jumpman, Jumpman"
And Future Jumpman,"I just seen the jet take off, they up to somethin'"
And Future Jumpman,"Them boys just not bluffin', them boys just not bluffin'"
And Future Jumpman,"Jumpman, Jumpman, Jumpman, them boys up to somethin'"
And Future Jumpman,"She was tryna join the team, I told her wait"
And Future Jumpman,"Chicken wings and fries, we don't go on dates"
And Future Jumpman,"Nobu, Nobu, Nobu, Nobu, Nobu, Nobu"
And Future Jumpman,I just threw a private dinner in LA
And Future Jumpman,"Trappin' is a hobby, that's the way for me"
And Future Jumpman,"Money comin' fast, we never gettin' sleep"
And Future Jumpman,"I, I just had to buy another safe"
And Future Jumpman,"Bentley Spurs and Phantom, Jordan fadeaway"
And Future Jumpman,"Yeah, Jumpman, Jumpman, I don't need no introduction"
And Future Jumpman,"Jumpman, Jumpman, Metro Boomin on production, wow"
And Future Jumpman,"Hundred cousins out in Memphis, they so country, wow"
And Future Jumpman,"Tell her, ""Stay the night, valet your car, come fuck me now"""
And Future Jumpman,"Jumpman, Jumpman, live on TNT, I'm flexin', woo"
And Future Jumpman,"Jumpman, Jumpman, they gave me my own collection, woo"
And Future Jumpman,"Jump when I say jump, girl, can you take direction? Woo"
And Future Jumpman,"Mutombo with the bitches, you keep gettin' rejected, woo"
And Future Jumpman,Heard they came through Magic City on a Monday
And Future Jumpman,"Heard they had the club wild, it was star-studded"
And Future Jumpman,A bunch of girls goin' wild when your chain flooded
And Future Jumpman,"And I had 'em like wow, cup dirty"
And Future Jumpman,"Dopeman, dopeman, dopeman, dopeman, dopeman, dopeman"
And Future Jumpman,"Money on the counter, choppers on the floor"
And Future Jumpman,"I just copped that tempo, DJ Mustard, woo"
And Future Jumpman,Way too much codeine and Adderall
And Future Jumpman,"We just count up big racks, woah"
And Future Jumpman,"I know I'ma get my bitch back, woah"
And Future Jumpman,"I count all these racks that I have on me now, I'ma have you like, ""Woah"""
And Future Jumpman,"Chanel N°9, Chanel N°5, well, you got 'em both"
