Song,Lyrics
How Bout Now,"Whatever you need, there's nothin' I won't do"
How Bout Now,"Whatever you need, there's nothin' I won't do"
How Bout Now,"Whatever you need, there's nothin' I won't do"
Take Care,170 Contributors
Take Care,Translations
Take Care,Português
Take Care,English
Take Care,Take Care Lyrics
Take Care,This track uses the beat and hook from the song “I’ll Take Care of U” from the Jamie XX and Gil Scott Heron album that dropped last year
Take Care,The source material for all this is the 1950s song by Brook Benton… 
Take Care,Read More
Take Care, 
Take Care,I know you've been hurt by someone else
Take Care,I can tell by the way you carry yourself
Take Care,"If you let me, here's what I'll do"
Take Care,I'll take care of you (
Take Care,"I'll take, I'll take"
Take Care,)
Take Care,I've loved and I've lost
Take Care,I've asked about you and they told me things
Take Care,But my mind didn't change and I still feel the same
Take Care,What's a life with no fun? Please don't be so ashamed
Take Care,"I've had mine, you've had yours, we both know, we know"
Take Care,"They won't get you like I will, my only wish is I die real"
Take Care,'Cause that truth hurts and those lies heal
Take Care,And you can't sleep thinkin' that he lies still
Take Care,"So you cry still, tears all in the pillowcase"
Take Care,"Big girls all get a little taste, aw"
Take Care,"Pushing me away so I give her space, aw"
Take Care,Dealin' with a heart that I didn't break
Take Care,"I'll be there for you, I would care for you"
Take Care,I keep thinking you just don't know
Take Care,"Tryna run from that, say you done with that"
Take Care,"On your face, girl, it just don't show"
Take Care,"When you're ready, just say you're ready"
Take Care,When all the baggage just ain't as heavy
Take Care,"And the party's over, just don't forget me"
Take Care,We'll change the pace and we'll just go slow
Take Care,You won't ever have to worry
Take Care,You won't ever have to hide
Take Care,And you've seen all my mistakes
Take Care,So look me in my eyes
Take Care,[Chorus: Rihanna & 
Take Care,Drake
Take Care,]
Take Care,'
Take Care,Cause if you let me
Take Care,Here's what I'll do
Take Care,I'll take care of you
Take Care, (
Take Care,"I'll take, I'll take"
Take Care,)
Take Care,I've loved and I've lost
Take Care,(
Take Care,Yeah
Take Care,)
Take Care,"It's my birthday, I'll get high if I want to"
Take Care,"Can't deny that I want you, but I'll lie if I have to"
Take Care,'Cause you don't say you love me
Take Care,To your friends when they ask you
Take Care,"Even though we both know that you do, you do"
Take Care,"One time, been in love one time"
Take Care,You and all your girls in the club one time
Take Care,All so convinced that you're followin' your heart
Take Care,'Cause your mind don't control what it does sometimes
Take Care,"We all have our nights, though, don't be so ashamed"
Take Care,"I've had mine, you've had yours, we both know, we know"
Take Care,"You hate bein' alone, well, you ain't the only one"
Take Care,You hate the fact that you bought the dream and they sold you one
Take Care,"You love your friends, but somebody should've told you somethin'"
Take Care,"To save you, instead, they say"
Take Care,"Don't, tell me, I don't care if you hurt"
Take Care,"I don't, tell you, you don't care if you're true"
Take Care,"Don't, tell me, I don't care if you hurt"
Take Care,"I don't, tell you, you don't care if you're true"
Take Care,I know you've been hurt by someone else
Take Care,I can tell by the way you carry yourself
Take Care,"If you let me, here's what I'll do"
Take Care,I'll take care of you (
Take Care,"I'll take, I'll take"
Take Care,)
Take Care,I've loved and I've lost
Too Much,183 Contributors
Too Much,Translations
Too Much,Français
Too Much,Español
Too Much,Too Much Lyrics
Too Much,Let’s try one more time
Too Much,Cool
Too Much,"Don't think about it too much, too much, too much, too much"
Too Much,There's no need for us to rush it through
Too Much,"Don't think about it too much, too much, too much, too much"
Too Much,This is more than just a new lust for you
Too Much,Done sayin' I'm done playin'
Too Much,Last time was on the outgo
Too Much,"Stuck in the house, need to get out more"
Too Much,I've been stackin' up like I'm fundraising
Too Much,Most people in my position get complacent
Too Much,Wanna come places with star girls
Too Much,And they end up on them front pages
Too Much,"I'm quiet with it, I just ride with it"
Too Much,"Moment I stop having fun with it, I'll be done with it"
Too Much,I'm the only one that's putting shots up
Too Much,"And like a pot luck, you need to come with it, don't run from it"
Too Much,"Like H-Town in the summertime, I keep it one-hunnid"
Too Much,Met a lot of girls in my times there
Too Much,"Word to Paul Wall, not one fronted"
Too Much,I was birthed there in my first year
Too Much,"Man, I know that place like I come from it"
Too Much,"Backstage at Warehouse in '09 like, ""Is Bun coming?"
Too Much,"Fuck that, is anyone comin'"
Too Much,"'Fore I show up there and there's no one there?"""
Too Much,"These days, I could probably pack it"
Too Much,For like twenty nights if I go in there
Too Much,"Back rub from my main thing, I've been stressed out"
Too Much,"Talkin' to her like back then they didn't want me, I'm blessed now"
Too Much,"Talkin' to her like this drop, bet a million copies get pressed out"
Too Much,"She tell me, ""Take a deep breath"
Too Much,"You're too worried about being the best out"""
Too Much,"Don't think about it too much, too much, too much, too much"
Too Much,There's no need for us to rush it through
Too Much,"Don't think about it too much, too much, too much, too much"
Too Much,This is more than just a new lust for you
Too Much,"Uh, someone go tell Noel to get the Backwoods"
Too Much,Money got my whole family going backwards
Too Much,"No dinners, no holidays, no nothin'"
Too Much,There's issues at hand that we're not discussin'
Too Much,I did not sign up for this
Too Much,My uncle used to have all these things on his bucket list
Too Much,"And now he's actin' like, ""Oh, well, this is life, I guess"""
Too Much,"Nah, fuck that shit"
Too Much,"Listen, man, you can still do what you wanna do"
Too Much,You gotta trust that shit
Too Much,Heard once that in dire times when you need a sign
Too Much,That's when they appear
Too Much,"Guess since my text message didn't resonate, I'll just say it here"
Too Much,I hate the fact my mom cooped up in her apartment
Too Much,Telling herself that she's too sick to get dressed up and go do shit
Too Much,Like that's true shit
Too Much,And all my family from the M-Town that I've been 'round
Too Much,"Started treating me like I'm ""him"" now"
Too Much,"Like we don't know each other, we ain't grow together"
Too Much,We just friends now
Too Much,Shit got me feeling pinned down
Too Much,Pick the pen up or put the pen down?
Too Much,I'm writing to you from a distance like a pen-pal
Too Much,But we've been down
Too Much,"Don't think about it too much, too much, too much, too much"
Too Much,There's no need for us to rush it through
Too Much,"Don't think about it too much, too much, too much, too much"
Too Much,This is more than just a new lust for you
Too Much,"Oh, don't think about it too much, too much, too much, too much"
Too Much,"There's no need for us to rush it through, oh"
Too Much,"Don't think about it too much, too much, too much, too much"
Too Much,"This is more than just a new lust for you, oh, oh"
Too Much,"Don't give up, on your hopes"
Too Much,And you tell me somethin's gone wrong
Too Much,"Wholehearted, wholehearted, you care, you care"
Too Much,"'Cause I'm such a dreamer, a believer in a sense"
Too Much,"Well, if it's all a dream"
Too Much,"Then I'm on fire, feels like, I'm on fire"
Too Much,"Tell me when I'm lyin', tell me when I'm tryin'"
Shot For Me,129 Contributors
Shot For Me,Translations
Shot For Me,English
Shot For Me,Español
Shot For Me,Italiano
Shot For Me,Português
Shot For Me,Shot for Me Lyrics
Shot For Me,"I can see it in your eyes, you're angry"
Shot For Me,Regret got shit on what you're feelin' now
Shot For Me,Mad 'cause he ain't like me
Shot For Me,"Oh, you mad 'cause nobody ever did it like me"
Shot For Me,All the care I would take
Shot For Me,All the love that we made
Shot For Me,Now you're trying to find somebody to replace what I gave to you
Shot For Me,It's a shame you didn't keep it
Shot For Me,"Alisha, Catya, I know that you gon' hear this"
Shot For Me,"I'm the man, yeah, I said it"
Shot For Me,"Bitch, I'm the man, don't you forget it"
Shot For Me,"The way you walk, that's me"
Shot For Me,"The way you talk, that's me"
Shot For Me,"The way you got your hair up, did you forget that's me?"
Shot For Me,"And the voice in your speaker right now, that's me"
Shot For Me,That's me
Shot For Me,"And the voice in your ear, that's me"
Shot For Me,"Can't you see that I made it? Yeah, I made it"
Shot For Me,First I made you who you are and then I made it
Shot For Me,And you're wasted with your latest
Shot For Me,"Yeah, I'm the reason why you always gettin' faded"
Shot For Me,Take a shot for me 
Shot For Me,Take a shot for me 
Shot For Me,Take a shot for me 
Shot For Me,A shot for me 
Shot For Me,A shot for me
Shot For Me,"Okay, look, I'm honest, girl, I can't lie, I miss you"
Shot For Me,You and the music were the only things that I'd commit to
Shot For Me,"I never cheated, for the record, back when I was with you"
Shot For Me,"But you believed in everything but me, girl, I don't get you"
Shot For Me,"She says, ""I know you changed"
Shot For Me,"I never see you 'cause you're always busy doin' things"""
Shot For Me,I really wish she had a different way of viewin' things
Shot For Me,I think the city that we're from just kinda ruined things
Shot For Me,"It's such a small place, not much to do but talk and listen"
Shot For Me,The men are jealous and the women all in competition
Shot For Me,And all your friends tellin' you stories that you often misinterpret
Shot For Me,And taint all the images of your Mr. Perfect
Shot For Me,"I could tell that you been cryin' all night, drinkin' all summer"
Shot For Me,"Prayin' for your happiness, hope that you recover, uh"
Shot For Me,This is one I know you hated when you heard it
Shot For Me,And it's worse because you know that I deserve it
Shot For Me,Take a shot for me 
Shot For Me,Take a shot for me 
Shot For Me,Take a shot for me 
Shot For Me,A shot for me 
Shot For Me,A shot for me
Shot For Me,Yeah
Shot For Me,May your neighbors respect you
Shot For Me,Trouble neglect you
Shot For Me,Angels protect you
Shot For Me,And Heaven accept you
Portland,324 Contributors
Portland,Translations
Portland,Türkçe
Portland,Português
Portland,Portland Lyrics
Portland,[Intro: Drake & 
Portland,Baka Not Nice
Portland,]
Portland,Murda on the beat so it's not nice
Portland,Yeah
Portland,"It's a Habibis ting, ya?"
Portland,"Yeah, my side girl got a 5S with the screen cracked"
Portland,"Still hit me back right away, better not never hesitate"
Portland,Don't come around thinkin' you gettin' saved
Portland,Tryna show the dogs brighter days
Portland,"Got a torch, tryna light the way"
Portland,"Bitin' everybody, which is ironic"
Portland,'Cause your next album probably won't ever see the light of day
Portland,"Had fans, but you let 'em down"
Portland,But I guess that's how you niggas gettin' down
Portland,"I'm so high up I'm like, ""How is niggas really gettin' down?"""
Portland,"I could never have a kid, then be out here still kiddin' round"
Portland,"Boys playin' around, where you really wanna take it now?"
Portland,"I got a 150,000 dollars for an afterparty"
Portland,And I gave it to the killas just to break it down
Portland,"Bring us up, I never take us down"
Portland,"But if you bring me up, then they might take you down"
Portland,Fake fucked with me back then
Portland,But it's gettin' hard for you to fake it now
Portland,"Fuck bein' rich when I'm forty, man, I'm tryna make it now"
Portland,Hell nah
Portland,Never let these niggas ride your wave
Portland,"Nope, no way, nah"
Portland,Never let these niggas ride your wave
Portland,"Nope, no way, nah"
Portland,Park the Benz just to ride the Wraith
Portland,Skrrt skrrt
Portland,"Ten million dollars, gotta hide the safe"
Portland,"Skrrt-skrrt, oh"
Portland,Michael Phelps with the swim moves
Portland,"Skrrt-skrrt, oh"
Portland,Michael Jordan with the tennis shoes
Portland,Skrrt skrrt
Portland,"Quavo, young nigga, I invented you "
Portland,Ike Turner with the left hand 
Portland,Griselda Blanco with the trap moves 
Portland,Gangland with the right hand 
Portland,Undertaker with the tattoos 
Portland,Never listen to the class rules 
Portland,"Switch it up, they bit the last move "
Portland,I'm a magnet for bad bitches 
Portland,You got the goin' out sad bitches 
Portland,I spent a fifty on the chain 
Portland,You spent your last fifty 
Portland,I got the keys to the streets 
Portland,You got the key to defeat 
Portland,I got the keys to the warzone 
Portland,You got the key to the peace 
Portland,Hell nah
Portland,Never let these niggas ride your wave
Portland,"Nope, no way, nah"
Portland,Never let these niggas ride your wave
Portland,"Nope, no way, nah"
Portland,Park the Benz just to ride the Wraith
Portland,Skrrt-skrrt
Portland,"Ten million dollars, gotta hide the safe"
Portland,"We gon' go live, we gon' go live, yep "
Portland,"We gon' go live, we gon' go live, yep "
Portland,"Gettin' loose , yeah"
Portland,"Off the Henny, 'Roc and a hint of Goose , yeah"
Portland,"Ocean deep in my swimmin' pool, yeah "
Portland,"Throwin' Dead Prez in my livin' room, yeah "
Portland,"Takin' shots, feelin' bulletproof"
Portland,"Flood my Rollie, told my bitch: ""Let's go snorkelin'!"" "
Portland,"Out in Portland, tryna get in her organs "
Portland,"No, I did not sign with Jay but I still send a Tidal wave"
Portland,"Yeah, I might just go get the fade, buy the du-rag and just tie the waves"
Portland,"Yeah, it's lit at the crib, you could stay, me and Drake kick like Kid N' Play "
Portland,"God, the way that she servin' that cake, I gotta sit back and digest "
Portland,"I guess for the fuck shit, I'm biased "
Portland,"I mix, double the cup when I stress"
Portland,Got my mama out the basement 
Portland,That's a different type of face lift
Portland,Free Max B up out the bracelets 
Portland,Don't hit us askin' what the wave is
Portland,Hell nah
Portland,Never let these niggas ride your wave
Portland,"Nope, no way, nah"
Portland,Never let these niggas ride your wave
Portland,"Nope, no way, nah"
Portland,Park the Benz just to ride the Wraith
Portland,Skrrt skrrt
Portland,"Ten million dollars, gotta hide the safe"
Portland,"Skrrt-skrrt, oh"
Portland,Michael Phelps with the swim moves
Portland,"Skrrt-skrrt, oh"
Portland,Michael Jordan with the tennis shoes
Portland,"Skrrt-skrrt, oh"
Portland,Michael Phelps with the swim moves
Portland,"Skrrt-skrrt, oh"
Portland,Michael Jordan with the tennis shoes
The Heart Part 6,679 Contributors
The Heart Part 6,Translations
The Heart Part 6,Português
The Heart Part 6,Русский
The Heart Part 6,Polski
The Heart Part 6,Türkçe
The Heart Part 6,Deutsch
The Heart Part 6,THE HEART PART 6 Lyrics
The Heart Part 6,"Drake addresses the allegations made by Kendrick Lamar on his last two diss tracks “meet the grahams” and “Not Like Us” while also going on the offensive. Following the release of “meet the grahams,” the beef… "
The Heart Part 6,Read More
The Heart Part 6, 
The Heart Part 6,[Intro: Drake & 
The Heart Part 6,Aretha Franklin
The Heart Part 6,]
The Heart Part 6,Now let me see ya prove it
The Heart Part 6,Just let me see ya prove it
The Heart Part 6,Alright
The Heart Part 6,The Pulitzer Prize winner is definitely spiralin'
The Heart Part 6,"I got your fucking lines tapped, I swear that I'm dialed in"
The Heart Part 6,"First, I was a rat, so where's the proof of the trial then?"
The Heart Part 6,Where's the paperwork or the cabinet it's filed in?
The Heart Part 6,1090 Jake woulda took all the walls down
The Heart Part 6,The streets woulda had me hidin' out in a small town
The Heart Part 6,"My Montreal connects stand up, not fall down"
The Heart Part 6,"The ones that you're getting your stories from, they all clowns"
The Heart Part 6,I am a war general sеasoned in preparation
The Heart Part 6,"My jacket is covеred in medals, honor and decoration"
The Heart Part 6,"You waited for this moment, overcome with the desperation"
The Heart Part 6,"We plotted for a week, and then we fed you the information"
The Heart Part 6,"A daughter that's eleven years old, I bet he takes it"
The Heart Part 6,We thought about givin' a fake name or a destination
The Heart Part 6,"But you so thirsty, you not concerned with investigation"
The Heart Part 6,"Instead you in that Venice studio, it's a celebration"
The Heart Part 6,You gotta learn to fact-check things and be less impatient
The Heart Part 6,Your fans are rejoicin' thinkin' this is my expiration
The Heart Part 6,"Even the picture you used, the jokes, and the medication"
The Heart Part 6,The Maybach glove and the drug he uses for less inflation
The Heart Part 6,"Master manipulator, you bit on the speculation"
The Heart Part 6,"You dumb and reactive, nigga, I'm petty with dedication"
The Heart Part 6,What about the bones we dug up in that excavation?
The Heart Part 6,And why isn't Whitney denyin' all of the allegations?
The Heart Part 6,Why is she followin' Dave Free and not Mr. Morale?
The Heart Part 6,"You haven't seen the kids in six months, the distance is wild"
The Heart Part 6,Dave leavin' heart emojis underneath pics of the child
The Heart Part 6,"Speakin' of anything with a child, let's get to that now"
The Heart Part 6,This Epstein angle was the shit I expected
The Heart Part 6,TikTok videos you collected and dissected
The Heart Part 6,Instead of bein' on some diss-direct shit
The Heart Part 6,You rather fucking grab your pen and misdirect shit
The Heart Part 6,"My mom came over today, and I was like, ""Mother, I—"
The Heart Part 6,"Mother, I—, mother—,"" ahh, wait a second"
The Heart Part 6,That's that one record where you say you got molested
The Heart Part 6,"Aw, fuck me, I just made the whole connection"
The Heart Part 6,This about to get so depressin'
The Heart Part 6,This is trauma from your own confessions
The Heart Part 6,"This when your father leave you home alone with no protection, so neglected"
The Heart Part 6,"That's why these pedophile raps and shit you so obsessed with, it's so excessive"
The Heart Part 6,"They actin' like it's so aggressive, but you just never known affection"
The Heart Part 6,"I don't wanna diss you anymore, this really got me second-guessin'"
The Heart Part 6,"""Touch My Body"" by Mariah Carey play, you probably start reflectin'"
The Heart Part 6,"I never been with no one underage, but now I understand why this the angle that you really mess with"
The Heart Part 6,"Just for clarity, I feel disgusted, I'm too respected"
The Heart Part 6,"If I was fucking young girls, I promise I'd have been arrested"
The Heart Part 6,I'm way too famous for this shit you just suggested
The Heart Part 6,"But that's not the lesson, clearly, there's a deeper message"
The Heart Part 6,"Deep cuts that never healed, and now they got infected"
The Heart Part 6,"Like if Dave really fucked your girl and got her pregnant, talk about breedin' resentment"
The Heart Part 6,"I'm not sure how to ease the sentiment, this shit's too intimate"
The Heart Part 6,I'm praying you recover from both incidents
The Heart Part 6,"But you a piece of shit, so this shit really no coincidence"
The Heart Part 6,"Drake is not a name that you gon' see on no sex offender list, Eazy-Duz-It"
The Heart Part 6,"You mentionin' A minor, but niggas gotta B sharp and tell the fans, ""Who was it?"""
The Heart Part 6,"You thought you left D flat, D major"
The Heart Part 6,I'll slit your throat with the razor
The Heart Part 6,And do Rick Ross Air like that one flight from Malaysia
The Heart Part 6,I'm your baby mama's screen saver
The Heart Part 6,"Only fuckin' with Whitneys, not Millie Bobby Browns, I'd never look twice at no teenager"
The Heart Part 6,"I'm a fucking hitmaker, dog, not a peacemaker"
The Heart Part 6,"Yeah, bullets that I'm stuffin' in each chamber, your ass in extreme danger"
The Heart Part 6,"Stop buyin' views and bot comments,"
The Heart Part 6, 
The Heart Part 6,you may as well keep the paper
The Heart Part 6,Shit you 'bout to need for later
The Heart Part 6,I give a fuck about your streamin' data
The Heart Part 6,"You could drop a hundred more records, I'll see you later"
The Heart Part 6,"Yeah, maybe when you meet your maker"
The Heart Part 6,"I don't wanna fight with a woman beater, it feeds your nature"
The Heart Part 6,"If you still bumpin' R. Kelly, you could thank the Savior"
The Heart Part 6,"Said if they deleted his music, then your music is goin' too, a hypocrite"
The Heart Part 6,I don't understand why these people praise ya
The Heart Part 6,Soundin' like you send him commissary when he need some paper
The Heart Part 6,"Album droppin' soon, no wonder you turn to a clout chaser 'stead of doin' hard labor"
The Heart Part 6,"Nigga, I'll see you when I see you like Fantasia"
The Heart Part 6,"And Whitney, you can hit me if you need a favor"
The Heart Part 6,"And when I say I hit ya back, it's a lot safer"
The Heart Part 6,"Huh, I promise"
The Heart Part 6,Yeah
The Heart Part 6,"I'm not gonna lie, this shit was, uh, some good exercise, like"
The Heart Part 6,"It's good to get out, get the pen workin'"
The Heart Part 6,You would be a worthy competitor if I was really a predator
The Heart Part 6,"And you weren't fuckin' lying to every blogger and editor, but"
The Heart Part 6,It is what it is
The Heart Part 6,"You definitely got this shit burnt the fuck out though, like"
The Heart Part 6,You got ten more records to drop
The Heart Part 6,"The one before the last one, we finessed you into tellin' a story that doesn't even exist"
The Heart Part 6,"And then, you go and drop the West Coast one to try and cover that up"
The Heart Part 6,"I would like that one, that w—, that-that would be some shit I could dance to if you wasn't"
The Heart Part 6,"Triplin' down on some whole other bullshit, but"
The Heart Part 6,"You know, at least your fans are gettin' some raps out of you"
The Heart Part 6,I'm happy I could motivate you
The Heart Part 6,"Bring you back to the game, like"
The Heart Part 6,"You know, but"
The Heart Part 6,Just let me know when we're gettin' to the facts
The Heart Part 6,Everything in my shit is facts (
The Heart Part 6,Prove it
The Heart Part 6,)
The Heart Part 6,"I'm waitin' on you to return the favor, like"
Legend,153 Contributors
Legend,Translations
Legend,Español
Legend,Legend Lyrics
Legend,“Legend” is the hard-hitting opener to Drake’s surprise mixtape If You’re Reading This It’s Too Late.
Legend,"On the track, Drake’s braggadocio goes 0 to 100, real quick as he flaunts his success."
Legend,Yeah
Legend,"When I pull up on a nigga tell that nigga back, back"
Legend,"I'm too good with these words, watch a nigga backtrack"
Legend,"If I die, all I know is I'm a mothafuckin' legend"
Legend,"It's too late for my city, I'm the youngest nigga reppin'"
Legend,"Oh my God, oh my God, if I die, I'm a legend"
Legend,"Oh my God, oh my God, if I die, I'm a legend"
Legend,"I'm up first, I'm on tour,"
Legend, 
Legend,"got a girl, she from the South"
Legend,"Used to work, used to dance in Texas, now she clean the house"
Legend,"Everyday, I was strugglin' to learn what life's about"
Legend,"On my way, money taught me Spanish, make it ándale"
Legend,"Way up north, packed in Honda cars"
Legend,They don't know who we are
Legend,"Fuck 'em all, they only pussy niggas shootin' at the star"
Legend,"Right or wrong, I'ma write my wrongs"
Legend,They can't live this long
Legend,You don't know where you're gonna go
Legend,I got this shit mapped out strong
Legend,"When I pull up on a nigga tell that nigga back, back"
Legend,"I'm too good with these words, watch a nigga backtrack"
Legend,"All I know, if I die, I'm a mothafuckin' legend"
Legend,"It's too late for my city, I'm the youngest nigga reppin'"
Legend,"Oh my God, oh my God, if I die, I'm a legend"
Legend,"Oh my God, oh my God, if I die, I'm a legend"
Legend,"I'm the one, one"
Legend,Why do I feel like the only one?
Legend,Why do I feel like you owe me one?
Legend,"6 G-O-D, I'm the holy one"
Legend,"Yeah, you know wassup"
Legend,", yeah"
Legend,They been off for a minute now
Legend,You know they all sentimental now
Legend,You know they all actin' different now
Legend,"And I, I just can't pretend"
Legend,"Seen too much, it's so hard for me to let new people in"
Legend,"I can't change, this shit set in stone"
Legend,They can't live this long
Legend,You don't know where you're gonna go
Legend,I got this shit mapped out strong
Legend,"When I pull up on a nigga tell that nigga back, back"
Legend,"I'm too good with these words, watch a nigga backtrack"
Legend,"All I know, if I die, I'm a mothafuckin' legend"
Legend,"It's too late for my city, I'm the youngest nigga reppin'"
Legend,"Oh my God, oh my God, if I die, I'm a legend"
Legend,"Oh my God, oh my God, if I die, I'm a legend"
Legend,I'm the one
Im Upset,324 Contributors
Im Upset,Translations
Im Upset,Português
Im Upset,I’m Upset Lyrics
Im Upset,"“I’m Upset” is the fourth single released by Drake in 2018, following the Scary Hours EP from January and “Nice For What,” which released in April."
Im Upset,"Throughout the track, Drake discusses alimony and how he… "
Im Upset,Read More
Im Upset, 
Im Upset,Yeah
Im Upset,I'm working on dying
Im Upset,I'm upset
Im Upset,"Fifty thousand on my head, it's disrespect"
Im Upset,So offended that I had to double check
Im Upset,I'ma always take the money over sex
Im Upset,"That's why they need me out the way, what you expect?"
Im Upset,Got a lot of blood and it's cold
Im Upset,They keep tryna get me for my soul
Im Upset,Thankful for the women that I know
Im Upset,Can't go fifty-fifty with no ho
Im Upset,Every month
Im Upset,I'm supposed to pay her bills and get her what she want
Im Upset,I still got like seven years of doin' what I want
Im Upset,My dad still got child support from 1991 
Im Upset,"Outta town, people love to pop a lot of shit then come around"
Im Upset,"Word to Flacko Jodye, he done seen us put it down"
Im Upset,Niggas askin' if I'm cool
Im Upset,I'm upset 
Im Upset,"Hunnid thousand on my head, it's disrespect "
Im Upset,So offended that I had to double check
Im Upset,You tryna check?
Im Upset,"This is real life, niggas think we playin' chess"
Im Upset,So what's next?
Im Upset,Jump up out the bed like I'm possessed
Im Upset,I go out on tour and I say I'm drinkin' less
Im Upset,End up gettin' loose and gettin' pictures from my ex 
Im Upset,"SMS, triple X"
Im Upset,That's the only time I ever shoot below the neck 
Im Upset,Why you keep on shootin' if you know that nigga dead? 
Im Upset,That's the only kind of shit that gets you some respect
Im Upset,Got a lot of blood and it's cold
Im Upset,They keep tryna get me for my soul 
Im Upset,Thankful for the women that I know
Im Upset,Can't go fifty-fifty with no ho 
Im Upset,Every month
Im Upset,"She don't even love me, she just puttin' on a front "
Im Upset,She gon' try and settle outta court and make a run
Im Upset,Then gon' ask me how I'm doin'?
Im Upset,I'm upset 
Im Upset,"Half a million on my head I can accept, yeah"
Im Upset,"'Least it makes me feel like someone tried their best, yeah"
Im Upset,"Want to waste a half a million, be my guest"
Im Upset,Made me wanna buy a vest and a TEC 
Im Upset,"But I'm blessed, I just checked "
Im Upset,"Hate me, never met me in the flesh "
Im Upset,Said she's got some things she gotta come here and collect
Im Upset,"That shit is in a box to the left, to the left "
Im Upset,Got a lot of blood and it's cold
Im Upset,They keep tryna get me for my soul 
Im Upset,Thankful for the women that I know 
Im Upset,Can't go fifty-fifty with no ho
Controlla,159 Contributors
Controlla,Controlla Lyrics
Controlla,"Right, my yiy just changed"
Controlla,You just buzzed the front gate
Controlla,I thank God you came
Controlla,How many more days could I wait?
Controlla,I made plans with you
Controlla,And I won't let 'em fall through
Controlla,"I, I, I, I, I"
Controlla,I think I'd lie for you
Controlla,I think I'd die for you
Controlla,"Jodeci ""Cry for You"""
Controlla,Do things when you want me to
Controlla,"Like controlla, controlla, yeah"
Controlla,"Like controlla, controlla, yeah"
Controlla,"Okay, you like it, when I get"
Controlla,"Aggressive, tell you to, yeah"
Controlla,"Go slower, go faster"
Controlla,"Like controlla, controlla, yeah"
Controlla,"Like controlla, controlla, yeah"
Controlla,"And I’m never on a waste ting, shawty"
Controlla,I do it how you say you want it
Controlla,"Them girls, they just wanna take my money"
Controlla,They don't want me to give you nothing
Controlla,They don't want you to have nothing
Controlla,They don't wanna see me find your lovin'
Controlla,They don't wanna see me
Controlla,Smiling back when they pree
Controlla,Knowing I'd lie for you
Controlla,Thinking I'd die for you
Controlla,"Jodeci ""Cry for You"""
Controlla,Do things when you want me to
Controlla,"Like controlla, controlla, yeah"
Controlla,"Like controlla, controlla, yeah"
Controlla,Gyal a tear off mi garments
Controlla,And a bawl fi come inna mi apartment 
Controlla,Di gyal dem want di length and strength
Controlla,Action speak louder than argument well
Controlla,But you can't just diss and come tell man sorry
Controlla,"You can't listen to me talk and go tell my story, nah"
Controlla,It don't work like that when you love somebody
Controlla,"My old flex is my new flex now and we're workin' on it, yeah"
Controlla,And that's why I need
Controlla,All the energy that you bring to me
Controlla,My last girl would tear me apart
Controlla,But she'd never wanna split a ting with me
Controlla,"But when it comes to you, you"
Controlla,I think I'd lie for you
Controlla,I think I'd die for you
Controlla,Do things when you want me to
Controlla,"Like controlla, controlla, yeah"
Controlla,"Like controlla, controlla, yeah"
Controlla,And I’m never on a waste ting shawty
Controlla,I do it how you say you want it
Controlla,"Them girls, they just wanna take my money"
Controlla,They don't want me to give you nothing
Controlla,They don't want you to have nothing
Controlla,They don't wanna see me find your lovin'
Controlla,They don't wanna see me
Controlla,Smiling back when they pree
Controlla,"[Outro: Drake, "
Controlla,Beenie Man
Controlla,]
Controlla,Jheeze!
Controlla,Music a drop!
Controlla,Gyal a whine up dem bumpa
Controlla,Dis is di summa summa controlla
Controlla,"Drake from Canada, Beenie Man from Jamaica"
Controlla,Dah one yah a murda—Zagga!
Do Not Disturb,313 Contributors
Do Not Disturb,Translations
Do Not Disturb,Türkçe
Do Not Disturb,Português
Do Not Disturb,Do Not Disturb Lyrics
Do Not Disturb,[Intro: Snoh Aalegra & 
Do Not Disturb,Drake
Do Not Disturb,]
Do Not Disturb,Silence keeps cloudin' me
Do Not Disturb,Hand on my heart
Do Not Disturb,"And I, I wish time never mattered ("
Do Not Disturb,Yeah
Do Not Disturb,)
Do Not Disturb,Stylin’ though
Do Not Disturb,Dissin' but got pictures with me smilin' though
Do Not Disturb,"All the things you need, you still want problems though"
Do Not Disturb,"All the things I know, I still been silent though"
Do Not Disturb,"Yeah, used to be at SilverCity, Indigo"
Do Not Disturb,"Used to be in lunchroom, playin’ dominoes"
Do Not Disturb,I don't want to have to go to funerals
Do Not Disturb,I gotta start sleepin' at the studio
Do Not Disturb,I don't have no time to be no Romeo
Do Not Disturb,All the love I need is at the rodeo
Do Not Disturb,"All the love I need is here at OVO, yeah"
Do Not Disturb,All the girls I know are there with E and Tho
Do Not Disturb,Who knows where I end up when that shit gets old?
Do Not Disturb,Maybe it never gets old and that's just how it goes
Do Not Disturb,"Last table left in Carbone, callin' plays on the rotary phone"
Do Not Disturb,I take a glass of Domina to go with me home
Do Not Disturb,Might move our annual shit to the 'Dome
Do Not Disturb,I need forty-thousand people to see what I'm on
Do Not Disturb,"Yeah, ducked a lot of spiteful moves"
Do Not Disturb,I was an angry yute while I was writin’ 
Do Not Disturb,Views
Do Not Disturb,Saw a side of myself that I just never knew
Do Not Disturb,"I’ll probably self-destruct if I ever lose, but I never do"
Do Not Disturb,Steady doin' double shifts
Do Not Disturb,1da doin’ the beat and I open up like a double click
Do Not Disturb,More blessings because I'm generous
Do Not Disturb,Thirty-seater plane for like ten of us
